0.9513233,1.038431,1.18562,1.303924,1.324032,1.24602,1.154572,1.114538,1.115679,1.118733,1.109203,1.094643,1.097223,1.117289,1.132505,1.117848,1.068823,1.01405,0.9824887,0.9838526,1.011118,1.056747,1.09992,1.115353,1.096963,1.068502,1.05245,1.05888,1.075372,1.08021,1.067046,1.04965,1.044779,1.051097,1.056199,1.051878,1.035383,1.010502,0.9829497,0.966309,0.9693289,0.9868197,1.011604,1.030372,1.041106,1.049959,1.067803,1.107976,1.164067,1.20285,1.200213,1.17303,1.150108,1.143594,1.138915,1.124743,1.099907,1.065056,1.026134,0.9938292,0.9686555,0.9410646,0.9061942,0.8770836,0.863945,0.8602346,0.8671259,0.8963868,0.9387027,0.962473,0.9483674
1.005317,1.095619,1.215689,1.29913,1.297268,1.218559,1.135776,1.099113,1.088242,1.06398,1.023383,0.9943589,1.004232,1.039307,1.064317,1.052341,1.013982,0.9837858,0.9794704,0.9977162,1.025098,1.063959,1.104961,1.125847,1.109588,1.069395,1.031731,1.01822,1.025535,1.030616,1.017794,0.9987174,0.9933248,1.005109,1.021319,1.026159,1.015536,0.9968229,0.9778489,0.9692398,0.9771951,0.9986984,1.028393,1.051588,1.057511,1.043611,1.024608,1.027326,1.058672,1.084509,1.081731,1.066741,1.066551,1.080483,1.081923,1.056112,1.020128,0.987068,0.9613561,0.9405907,0.9216387,0.9005677,0.8753005,0.8545648,0.8478776,0.8519522,0.8570083,0.8625725,0.8699716,0.8730824,0.8662221
0.9779216,1.054612,1.169759,1.249201,1.246775,1.178692,1.101726,1.05459,1.03437,1.024552,1.015327,1.003915,1.006148,1.020843,1.032601,1.024849,1.002671,0.9886932,0.994173,1.014762,1.044665,1.083417,1.117532,1.130638,1.113751,1.082667,1.058561,1.05051,1.051726,1.048486,1.037548,1.028519,1.031568,1.043561,1.054086,1.048924,1.026468,0.998469,0.9750043,0.9660523,0.9733299,1.002852,1.052968,1.098987,1.113665,1.095852,1.071526,1.075236,1.113773,1.147462,1.14433,1.109367,1.072337,1.049561,1.031678,1.010796,0.9914719,0.9773848,0.9675598,0.9582972,0.9430699,0.920215,0.8983995,0.8920337,0.8976291,0.8993719,0.8955129,0.8930836,0.8902983,0.882339,0.8719244
1.006482,1.081006,1.178678,1.239064,1.230147,1.169826,1.102775,1.054957,1.023346,1.002347,0.9955315,0.9988987,1.006703,1.010342,1.005384,0.9897906,0.9708924,0.9680725,0.9892634,1.021629,1.050057,1.077528,1.103401,1.119954,1.115315,1.084174,1.041264,1.011096,1.012998,1.040483,1.064907,1.072462,1.072893,1.084759,1.10237,1.099984,1.072019,1.033817,1.002572,0.9815805,0.9728618,0.9828739,1.01265,1.047908,1.071575,1.078201,1.078103,1.085079,1.102854,1.114389,1.107808,1.089344,1.078583,1.079475,1.077563,1.062338,1.040459,1.016347,0.9933586,0.9757604,0.9655038,0.9598768,0.950392,0.9375152,0.9252831,0.9166425,0.9087283,0.8978639,0.883027,0.8693301,0.8688066
1.029516,1.109025,1.200227,1.243616,1.216927,1.146808,1.083081,1.043436,1.016268,0.988271,0.9663743,0.9588619,0.966349,0.9848362,1.002845,1.007105,0.9929327,0.9776492,0.9773824,0.9955769,1.022051,1.056172,1.091165,1.109374,1.091779,1.049693,1.010117,0.9971577,1.009433,1.026677,1.028842,1.021601,1.019915,1.029921,1.043167,1.043933,1.026153,0.9990416,0.9766721,0.965778,0.9680913,0.9874234,1.022215,1.054262,1.066884,1.059926,1.047081,1.044737,1.059017,1.073886,1.070643,1.049151,1.027639,1.018829,1.014992,1.003245,0.9836653,0.9672441,0.9555359,0.9443043,0.929772,0.915377,0.9051768,0.8983509,0.8937429,0.8871133,0.8811292,0.8742969,0.8633791,0.855895,0.8578557
1.04677,1.15296,1.260916,1.307849,1.269918,1.181599,1.109393,1.079634,1.066682,1.038441,1.000552,0.9748552,0.9814834,1.010822,1.036634,1.035522,1.011255,0.986442,0.9752937,0.9810299,1.003465,1.046135,1.091551,1.108664,1.082123,1.033111,0.9914469,0.9757141,0.9840837,0.9999874,1.006023,1.000035,0.9955457,1.005917,1.024331,1.028487,1.007126,0.973971,0.9475042,0.9396186,0.9486061,0.973886,1.012745,1.049989,1.069961,1.064135,1.045681,1.038591,1.055991,1.071991,1.063692,1.036005,1.014984,1.014546,1.016314,1.001233,0.9734436,0.9478934,0.9321248,0.9199164,0.9004592,0.8752565,0.857173,0.8535334,0.8651297,0.8798699,0.8835542,0.8734222,0.8539063,0.8389382,0.8389412
1.044012,1.131578,1.222649,1.284243,1.288834,1.238089,1.177749,1.137643,1.106342,1.057888,1.004528,0.9730688,0.9814001,1.011752,1.035588,1.030636,1.005942,0.9854952,0.9827765,0.9962083,1.022806,1.063194,1.107677,1.127313,1.111988,1.072469,1.025973,0.989678,0.9726704,0.9687848,0.9649105,0.9586027,0.9573723,0.964126,0.9787228,0.9903163,0.9910274,0.9774171,0.9536779,0.9396829,0.9519558,0.9855594,1.025704,1.056676,1.070174,1.068231,1.059456,1.06238,1.089355,1.117779,1.119046,1.095136,1.067756,1.05032,1.034032,1.009164,0.979774,0.9539313,0.937216,0.9247615,0.9130513,0.8992718,0.8848827,0.8750009,0.8758234,0.8816729,0.8765935,0.8605272,0.8441184,0.8411504,0.850266
1.022106,1.08118,1.160498,1.237265,1.273098,1.244886,1.184449,1.132161,1.094435,1.053486,1.006268,0.9723434,0.9764968,1.011823,1.049417,1.061888,1.053163,1.046847,1.050073,1.05264,1.053454,1.062523,1.089203,1.115517,1.121255,1.098927,1.05962,1.022179,0.9972307,0.9833903,0.9717144,0.9603581,0.9553877,0.9622075,0.9800014,0.996952,1.007267,1.012083,1.013423,1.016302,1.023549,1.037337,1.059729,1.083942,1.094338,1.087035,1.072595,1.072225,1.097081,1.125425,1.127894,1.098424,1.05749,1.028107,1.008402,0.9878648,0.9612237,0.9318503,0.9052116,0.8808914,0.8637048,0.8557607,0.8557384,0.8614509,0.8792118,0.9064502,0.9249829,0.922262,0.900635,0.8812555,0.8777407
1.054037,1.120976,1.193891,1.24108,1.233098,1.175338,1.109655,1.070177,1.045081,1.010781,0.97377,0.9549387,0.9664162,1.000353,1.030426,1.043034,1.043807,1.049897,1.057936,1.051945,1.04106,1.045495,1.064819,1.075407,1.0609,1.032789,1.009996,1.001789,1.004332,1.009802,1.006093,0.9901628,0.9728204,0.9722585,0.9940884,1.017893,1.026994,1.023404,1.01366,1.003931,0.9959181,1.000979,1.028655,1.064418,1.078595,1.063999,1.040182,1.02949,1.043328,1.059428,1.060956,1.043368,1.018528,0.9971359,0.9750406,0.9475931,0.9166879,0.8923022,0.8805699,0.8780939,0.8739264,0.8601898,0.8430188,0.8361354,0.8532827,0.8892806,0.9194346,0.9299438,0.9202356,0.9071471,0.8992035
1.012645,1.093371,1.186599,1.232592,1.215406,1.156049,1.095382,1.046982,1.008704,0.9709089,0.9421955,0.9335986,0.9551253,0.9918453,1.015713,1.012652,0.9933209,0.9822317,0.9892546,1.007181,1.032907,1.06752,1.103531,1.119719,1.096918,1.045938,0.99925,0.9872294,1.009462,1.035274,1.038969,1.023801,1.009622,1.015834,1.035373,1.045354,1.031695,1.002845,0.9802081,0.9717337,0.9740314,0.9892456,1.018648,1.049253,1.07154,1.079349,1.080065,1.085145,1.096523,1.101468,1.093182,1.074266,1.056522,1.046483,1.030889,0.9981422,0.9587367,0.9263752,0.9026094,0.8823202,0.8664996,0.8583943,0.8569336,0.8571846,0.8593077,0.8672749,0.8745365,0.8737425,0.8612326,0.8527978,0.8638395
